,imagename,red,green,blue,aro,val,exp
2265,149434,200,157,123,-0.110619,0.72166,1
2266,232373,167,168,160,0.406504,-0.0241967,3
2267,399659,93,93,93,0.47619,0.0,3
2268,394885,44,44,44,0.634921,-0.642857,7
2269,191697,103,119,155,0.730159,-0.00793651,3
2270,113911,67,86,84,0.142225,0.484619,1
2271,229792,42,42,42,0.467003,-0.723473,5
2272,220528,17,12,9,-0.261324,-0.566202,2
2273,74770,36,36,36,0.662989,-0.662989,7
2274,118551,191,124,82,0.474255,-0.396825,7
2275,256257,63,63,63,-0.00793651,0.0,0
2276,326537,63,49,46,0.459348,-0.757924,5
2277,103730,22,23,18,-0.293651,-0.246032,2
2278,7964,17,16,21,0.388889,-0.888889,5
2279,168179,27,28,33,0.76276,-0.149701,4
2280,25995,13,4,0,0.015873,0.031746,0
2281,377063,52,38,38,0.512969,0.203252,7
2282,179543,51,49,73,-0.285714,-0.611111,2
2283,368241,137,108,68,0.0387147,0.154859,0
2284,55601,35,21,18,0.668984,-0.653182,7
2285,246639,116,149,106,0.621118,-0.533126,7
2286,168095,139,146,138,-0.166667,-0.420635,2
2287,390786,213,222,203,0.444444,-0.873016,5
2288,293157,105,93,81,0.642857,-0.277778,6
2289,218363,32,27,23,0.246806,-0.556523,5
2290,411946,65,49,24,-0.0483933,-0.058072,0
2291,25130,15,11,12,0.0193573,-0.00967867,0
2292,176551,189,159,123,0.464576,-0.813008,5
2293,97944,77,93,44,0.552105,0.0819531,3
2294,341007,255,225,209,0.904762,-0.206349,3
2295,288198,149,128,73,-0.0873016,0.833333,1
2296,68800,152,131,86,0.648471,0.251645,3
2297,176597,60,61,55,-0.00967867,0.0,0
2298,69063,225,220,216,0.121155,0.500421,1
2299,399234,71,59,33,0.436508,0.0,3
2300,365802,129,140,144,0.192472,0.463359,1
2301,20517,60,47,54,-0.0747161,0.0498107,0
2302,339831,92,90,91,0.0,0.00793651,0
2303,331567,112,96,81,-0.0714286,-0.944444,2
2304,350268,105,98,90,0.719645,0.260297,3
2305,289697,204,197,189,0.68254,-0.531746,5
2306,101144,36,17,10,0.0733264,-0.0560732,0
2307,111131,26,26,24,0.851763,-0.194262,4
2308,316963,254,254,254,0.0193573,0.00483933,0
2309,246279,0,0,0,0.571041,-0.522648,7
2310,257945,146,114,73,0.0895491,0.489886,1
2311,215936,25,32,42,0.667828,-0.65331,7
2312,55260,251,249,250,0.031746,0.0,0
2313,375354,70,70,62,0.469415,-0.203252,6
2314,115279,210,205,201,0.629113,-0.638792,7
2315,128458,247,247,247,0.285521,-0.251645,7
2316,155697,235,199,177,0.333333,0.246032,3
2317,164771,51,15,17,0.880952,0.0952381,3
2318,315969,78,49,31,-0.316056,0.100084,0
2319,239820,146,148,135,-0.34127,-0.690476,2
2320,375448,148,115,84,0.582298,0.1294,3
2321,235913,161,153,142,0.674252,-0.663717,7
2322,277808,85,47,44,0.846945,-0.045372,4
2323,338585,9,25,59,-0.0880902,-0.0780227,0
2324,198755,254,254,254,0.452381,-0.761905,5
2325,336245,199,199,197,0.510957,-0.726928,5
2326,118842,56,56,56,0.896825,-0.357143,6
2327,121776,55,50,30,0.826858,-0.114565,4
2328,177430,83,91,104,0.485009,-0.74221,5
2329,193511,47,30,20,0.785024,-0.405452,6
2330,121425,49,47,68,0.832365,0.387147,3
2331,303887,10,31,52,-0.154859,0.662989,1
2332,195318,0,0,5,0.84127,-0.190476,4
2333,282398,23,12,8,0.220204,-0.357831,0
2334,368929,20,20,20,0.622245,-0.123153,4
2335,59699,2,6,7,0.015873,0.00793651,0
2336,352282,175,169,147,0.784288,-0.0583355,4
2337,411409,28,27,25,0.812947,0.339776,3
2338,110897,177,139,102,0.00793651,0.015873,0
2339,386091,9,3,15,0.304878,-0.813008,6
2340,184460,118,91,80,0.483933,-0.440379,7
2341,394638,214,136,36,0.711382,0.183895,3
2342,193469,0,4,0,0.0873016,0.523809,1
2343,342848,1,5,16,0.172533,-0.0646998,6
2344,35257,90,60,24,-0.0345066,0.0345066,0
2345,184543,20,20,28,0.178015,0.827029,1
2346,407632,116,130,130,0.611598,-0.56126,7
2347,401333,85,90,94,0.638792,0.0532327,3
2348,107078,208,204,205,0.55788,0.353656,3
2349,145018,181,166,147,0.398486,0.782028,1
2350,189844,254,236,200,-0.103175,0.801587,1
2351,216163,229,238,237,0.523809,0.150794,3
2352,73588,17,14,21,0.547792,-0.0905797,4
2353,115631,99,65,17,0.425861,-0.779133,5
2354,386811,76,53,21,0.488773,-0.450058,7
2355,395811,141,132,125,0.837547,-0.0948167,4
2356,270789,106,86,75,0.537295,0.532027,3
2357,99647,27,12,5,0.856562,0.0387147,3
2358,297236,116,107,98,0.423685,-0.727802,5
2359,146841,130,139,134,-0.396825,-0.865079,2
2360,152026,188,182,186,0.581194,-0.0993864,4
2361,29575,107,90,74,0.653182,-0.637379,7
2362,125480,36,13,7,0.556418,0.176846,3
2363,56843,94,84,82,0.600077,-0.367789,6
2364,77014,2,2,2,0.784871,-0.126422,4
2365,189691,57,58,52,0.450058,-0.764615,5
2366,225599,213,213,213,0.495154,-0.763801,5
2367,82029,117,108,103,0.701703,0.29036,3
2368,105924,30,17,9,0.380952,-0.214286,6
2369,266367,61,17,34,0.655114,-0.633981,7
2370,362168,195,183,171,-0.262019,-0.831624,2
2371,391722,27,27,29,0.00793651,0.015873,0
2372,222177,63,34,18,0.58072,-0.241967,7
2373,138332,23,22,18,0.769454,0.425861,3
2374,216266,9,8,13,-0.058072,0.0532327,0
2375,277845,4,5,0,0.0448296,0.0747161,0
2376,370416,153,152,147,0.500421,-0.732195,5
2377,54337,157,142,145,0.479094,-0.735579,5
2378,321439,40,52,32,0.416183,-0.817847,5
2379,88232,173,174,176,0.00793651,0.00793651,0
2380,129469,222,230,215,0.0448296,0.0846782,0
2381,145377,188,204,155,0.681504,-0.603865,7
2382,272390,135,137,152,0.05291,0.588624,1
2383,237308,221,128,58,0.416183,-0.721061,5
2384,178749,190,181,166,0.65331,-0.648471,7
2385,174213,22,30,9,0.101626,0.842044,1
2386,326557,20,20,22,-0.100084,0.83228,1
2387,132790,54,53,48,-0.349206,-0.626984,2
2388,138305,112,75,48,0.280681,-0.788811,5
2389,210289,182,187,87,0.604917,-0.522648,7
2390,277541,36,22,22,0.396825,-0.896825,5
2391,60089,217,213,202,0.134921,0.920635,1
2392,66407,69,44,39,-0.11646,-0.474465,2
2393,35454,248,248,248,0.646998,0.0862664,3
2394,115624,218,210,187,0.813008,0.101626,3
2395,278496,105,91,90,-0.325397,-0.674603,2
2396,121240,31,25,27,0.00765579,0.0,0
2397,40719,76,58,20,0.18263,0.507305,1
2398,384188,105,178,193,-0.211353,-0.672878,2
2399,338044,2,0,3,0.707384,0.241546,3
2400,285553,111,94,64,0.648471,-0.595238,7
2401,215847,88,76,60,0.323499,-0.14234,6
2402,343946,38,58,56,0.603175,0.134921,3
2403,140441,107,104,113,0.465838,-0.172533,6
2404,303546,211,211,211,-0.0038279,0.0038279,0
2405,244364,87,73,90,0.451692,-0.738784,5
2406,265786,11,10,16,0.763801,-0.563632,6
2407,214657,39,34,38,0.622634,0.308826,3
2408,388489,91,55,31,0.380952,-0.904762,5
2409,58192,190,189,205,0.00862664,0.0,0
2410,223646,50,50,50,0.126984,0.880952,1
2411,116362,25,8,0,0.642857,0.0873016,3
2412,51137,54,28,31,0.110619,0.495154,1
2413,317634,162,144,158,-0.21777,-0.721061,2
2414,258669,132,78,92,-0.168563,0.337126,0
2415,43276,47,27,20,0.674603,-0.444444,5
2416,286714,216,209,199,0.118351,-0.431635,0
2417,84927,252,254,253,0.380952,0.198413,3
2418,372724,161,159,147,0.310559,0.0776398,3
2419,17935,45,46,51,0.885598,-0.0387147,4
2420,7672,0,0,0,0.919473,-0.348432,6
2421,199710,132,87,32,0.683171,-0.642587,7
2422,302261,70,70,72,0.657895,-0.642231,7
2423,27496,21,25,26,0.785714,0.0,3
2424,112040,2,2,0,0.817847,-0.029036,3
2425,232198,135,143,156,0.0,0.00793651,0
2426,316593,4,9,3,0.0842815,0.510957,1
2427,45197,35,30,11,0.470152,-0.228606,6
2428,362151,151,151,151,0.459663,-0.764384,5
2429,48264,33,29,17,0.774336,-0.105352,4
2430,305560,125,127,124,0.825397,0.349206,3
2431,162462,63,65,54,0.504658,-0.219979,6
2432,200753,207,210,183,0.888889,-0.174603,4
2433,352198,87,62,57,0.0,0.563492,1
2434,133748,62,43,39,0.662989,-0.65331,7
2435,313503,201,176,180,0.0535906,0.700505,1
2436,197229,217,195,181,0.460317,-0.746032,5
2437,142368,19,18,23,0.611111,-0.277778,6
2438,113299,229,226,211,0.769841,-0.111111,4
2439,217774,205,149,92,0.597152,-0.355994,6
2440,234306,157,161,170,-0.150966,-0.483092,2
2441,249602,160,161,155,-0.015873,0.0238095,0
2442,390972,3,9,9,0.648471,-0.633953,7
2443,310947,215,216,220,0.722222,0.293651,3
2444,190761,191,197,195,0.603175,-0.0952381,4
2445,129664,113,85,61,-0.0280875,-0.0259269,0
2446,160896,255,253,250,0.616291,-0.405757,6
2447,82701,65,65,65,0.444444,-0.849206,5
2448,142501,91,76,69,-0.238095,-0.396825,2
2449,396075,107,80,50,0.65331,-0.65331,7
2450,98895,47,50,31,0.295999,-0.71515,5
2451,295789,117,85,64,-0.347852,-0.868551,2
2452,377618,12,3,0,0.261905,-0.563492,6
2453,97538,160,137,85,-0.222609,-0.483933,2
2454,178266,115,154,153,0.00793651,0.00793651,0
2455,261007,44,23,30,0.809524,-0.420635,6
2456,352343,79,106,53,0.1646,0.872761,1
2457,261869,0,0,0,-0.0377529,-0.0377529,0
2458,383616,10,10,10,0.677507,-0.638792,7
2459,139340,10,6,7,0.457212,-0.728951,5
2460,78754,24,10,10,0.614075,-0.546263,7
2461,363585,210,193,167,0.609756,0.246806,7
2462,50774,30,16,16,0.609756,-0.575881,7
2463,76242,242,236,224,-0.309524,-0.111111,2
2464,216958,102,80,66,0.744961,-0.423605,6
2465,141229,148,127,100,0.642685,-0.0776398,4
2466,283838,95,84,92,0.65331,-0.629113,7
2467,388398,24,14,12,0.0,0.00967867,0
2468,401658,186,141,120,0.421022,-0.759775,5
2469,406151,102,80,39,0.420635,-0.753968,5
2470,121077,183,145,98,-0.0819531,0.189786,0
2471,8124,246,243,234,0.788811,-0.208091,4
2472,80018,0,0,0,0.698413,0.103175,3
2473,44328,82,73,68,-0.372629,-0.764615,2
2474,348584,174,192,166,-0.183895,0.774293,1
2475,407917,54,41,25,0.31746,-0.833333,5
2476,273049,227,50,68,0.821877,-0.478183,6
2477,203985,99,48,44,-0.00793651,0.00793651,0
2478,322771,17,16,22,0.648471,-0.65331,7
2479,386301,121,133,133,-0.275938,-0.701671,2
2480,178560,136,137,129,0.488773,-0.459737,7
2481,407664,0,0,0,0.761905,-0.214286,4
2482,189099,217,210,202,-0.111111,0.746032,1
2483,308512,4,4,4,-0.30552,-0.811209,2
2484,191846,133,121,121,0.618632,0.262529,3
2485,364929,55,46,47,0.420635,-0.880952,5
2486,262877,211,81,68,0.0776398,0.634058,1
2487,16575,205,205,205,0.784871,-0.142225,4
2488,72889,10,6,5,0.31746,-0.539683,5
2489,201615,69,51,37,0.933991,0.174216,3
2490,118475,213,167,105,0.534852,0.168219,3
2491,62414,102,63,56,0.125313,0.480368,1
2492,338895,255,249,255,0.18254,0.920635,1
2493,101131,251,250,248,0.0555556,0.365079,1
2494,43895,56,71,78,0.460317,-0.865079,5
2495,198628,35,33,38,0.411343,-0.783972,5
2496,371583,165,185,196,0.325397,-0.5,7
2497,170694,166,157,142,-0.0560224,0.693277,1
2498,311158,64,50,47,0.572823,0.353656,3
2499,20632,247,222,191,0.349206,0.904762,1
2500,100972,207,209,204,0.780511,-0.165563,4
2501,303420,0,9,14,-0.206349,0.404762,1
2502,245316,236,236,244,-0.5,0.690476,1
2503,139847,233,237,249,-0.277778,-0.460317,2
2504,247535,43,43,53,0.222222,-0.436508,6
2505,157501,86,48,29,-0.277778,-0.325397,2
2506,85988,12,12,12,0.0431332,0.01294,0
2507,192624,78,48,38,0.348432,-0.285521,7
2508,45399,151,126,104,0.126984,0.952381,1
2509,215055,32,24,13,0.126422,0.474083,1
2510,118263,33,29,28,0.474255,-0.411343,7
2511,237869,195,229,231,0.169062,-0.46492,0
2512,366656,77,59,57,0.0241967,0.745257,1
2513,359621,106,96,94,0.730159,-0.65873,7
2514,386601,161,146,17,0.532327,0.188734,3
2515,281713,209,209,219,0.632596,0.383543,3
2516,290481,154,49,56,0.851763,-0.249054,4
2517,232825,0,0,0,-0.41614,-0.15276,0
2518,373657,108,113,107,-0.174216,-0.120983,0
2519,62007,4,8,9,0.011302,0.0188366,0
2520,266913,176,110,114,0.83228,-0.121155,4
2521,341021,152,121,103,0.470831,-0.750268,5
2522,358603,58,55,40,0.426675,-0.753266,6
2523,128273,247,215,200,-0.294985,-0.779604,2
2524,322257,137,147,156,0.230159,0.761905,1
2525,132063,14,7,41,0.0880416,0.677538,1
2526,344628,226,16,45,-0.00431332,0.0172533,0
2527,335797,223,195,209,0.0948167,0.516224,1
2528,401825,17,21,24,0.474773,-0.715703,5
2529,378257,181,179,190,0.0,0.0236518,0
2530,398763,233,237,249,0.468816,-0.779604,6
2531,163662,79,62,54,0.821877,-0.214186,4
2532,150694,0,0,0,0.746032,-0.103175,3
2533,169082,34,39,32,0.808169,-0.07259,4
2534,329664,111,77,68,0.527994,-0.273959,6
2535,45563,110,95,72,0.7259,0.469415,3
2536,371929,100,85,78,0.241158,0.857449,1
2537,119798,91,91,79,-0.366833,-0.15227,0
2538,295756,240,201,162,0.479351,-0.732195,5
2539,146571,198,198,198,-0.190476,-0.396825,2
2540,391662,15,15,15,0.138889,-0.734127,6
2541,298102,150,105,72,0.0925926,0.866402,1
2542,75635,227,215,215,-0.126422,0.763801,1
2543,321201,92,131,12,-0.331079,-0.795999,2
2544,342658,28,49,106,0.773235,0.206706,3
2545,359370,101,86,57,0.297619,0.0819531,3
2546,201895,65,49,36,0.388889,-0.857143,5
2547,11675,232,233,227,0.479351,-0.737463,6
2548,51997,78,63,60,0.110619,0.526759,1
2549,13936,208,208,208,0.797252,-0.481808,6
2550,395248,255,255,255,0.474465,-0.716011,5
2551,247743,242,244,222,0.797846,0.302024,3
2552,310015,106,92,57,0.484127,-0.761905,5
2553,307599,251,255,253,0.687185,-0.638792,7
2554,281790,1,7,21,0.50813,-0.464576,7
2555,152151,38,38,36,-0.0396825,-0.539683,2
2556,131287,52,52,52,0.875919,-0.0967867,4
2557,60803,46,35,33,0.0765579,0.784719,1
2558,75319,237,237,237,0.571429,-0.119048,4
2559,57106,116,121,101,0.769841,-0.47619,6
2560,39387,46,32,5,-0.258112,-0.732195,2
2561,402919,102,98,89,0.816896,-0.473202,6
2562,10483,243,243,243,-0.242309,-0.684787,2
2563,387556,47,63,86,-0.248813,-0.822998,2
2564,313555,1,1,13,-0.0952381,0.761905,1
2565,202668,68,73,69,0.590399,0.50813,3
2566,117609,64,30,18,-0.174603,-0.428571,2
2567,234415,245,245,245,0.248479,-0.623053,5
2568,382301,119,100,60,0.31746,0.00793651,3
2569,353378,32,30,44,0.484127,-0.595238,5
2570,25876,96,75,58,-0.271003,-0.692025,2
2571,148579,225,233,235,0.813492,-0.535714,6
2572,311296,33,26,18,-0.314557,-0.788811,2
2573,411835,247,246,244,-0.142598,-0.965776,2
2574,281885,139,128,134,0.304233,-0.548942,6
2575,156317,255,3,5,-0.277778,-0.428571,2
2576,390347,8,20,16,0.0,0.00765579,0
2577,317148,179,173,211,0.0547918,0.13947,0
2578,370975,126,136,86,-0.367789,-0.711382,2
2579,382618,60,56,44,0.788811,-0.116144,3
2580,214858,244,243,239,-0.18254,-0.666667,2
2581,323248,28,23,17,0.682346,0.285521,3
2582,115806,228,182,132,-0.015873,0.547619,1
2583,63096,27,27,25,0.41614,-0.726928,6
2584,173705,127,99,62,0.519103,-0.761351,5
2585,175068,236,221,202,0.537166,-0.314557,6
2586,179750,255,255,255,0.472657,-0.192155,6
2587,394905,224,232,235,0.690476,-0.65873,7
2588,242478,136,98,62,0.7259,-0.087108,4
2589,38370,182,151,104,0.567842,0.353656,3
2590,34409,18,13,10,0.00862664,-0.00862664,0
2591,356044,72,69,34,-0.0634921,0.523809,1
2592,385763,253,254,249,0.769841,-0.015873,4
2593,78261,128,92,70,0.571041,-0.779133,5
2594,358512,0,1,9,-0.0114837,0.0,0
2595,280867,61,59,44,0.206349,0.753968,1
2596,304102,21,17,14,0.585559,-0.101626,3
2597,262888,141,120,93,0.55788,0.363618,3
2598,203612,169,121,101,0.777047,-0.204224,4
2599,294903,103,108,112,-0.275609,-0.708161,2
2600,44918,116,135,175,-0.121155,-0.337126,0
2601,408388,10,10,10,0.47619,-0.71025,5
2602,352896,95,79,82,0.522648,0.222609,7
2603,248289,159,154,148,0.790139,-0.158028,4
2604,269101,57,37,26,0.65331,-0.648471,7
2605,320175,101,76,54,0.738095,-0.634921,5
2606,307188,110,29,28,-0.301587,0.722222,1
2607,147284,34,26,15,0.619048,-0.293651,6
2608,126283,168,167,173,0.166667,0.880952,1
2609,341594,182,154,132,0.0632111,0.537295,1
2610,213744,214,203,175,0.420635,-0.809524,5
2611,370595,162,162,136,0.377468,-0.716221,6
2612,315216,195,195,195,0.410872,-0.737463,6
2613,25813,27,17,18,0.0793651,0.444444,1
2614,368169,255,255,255,0.888889,-0.333333,6
2615,36952,62,47,26,0.31477,0.90799,1
2616,377600,253,253,253,0.0518538,0.922565,1
2617,79684,251,248,231,-0.373016,-0.865079,2
2618,189134,132,144,142,0.517598,0.138026,3
2619,279771,70,43,26,0.658149,-0.662989,7
2620,125995,0,3,0,0.848083,-0.0684787,4
2621,328402,9,4,0,0.767822,-0.514229,6
2622,345727,23,23,25,-0.126984,-0.936508,2
2623,117117,25,77,75,0.914634,-0.111305,3
2624,229675,255,252,255,-0.268647,-0.663717,2
2625,337491,232,242,251,0.0,0.571429,1
2626,206018,170,110,84,0.826858,-0.508069,6
2627,291024,132,116,80,0.806934,-0.443315,6
2628,170846,129,129,127,0.0,0.0,0
2629,161718,156,163,181,0.64169,0.19013,3
2630,176908,87,92,98,-0.203252,-0.929152,2
2631,105306,79,51,39,0.648471,-0.638792,7
2632,412511,57,46,40,-0.202879,-0.50911,2
2633,361148,114,123,120,0.643631,-0.65331,7
2634,309602,29,19,7,0.650794,-0.634921,7
2635,202522,238,238,238,-0.00765579,-0.0114837,0
2636,326633,56,46,83,0.65331,-0.662989,7
2637,386782,9,9,9,-0.348432,-0.692025,2
2638,298625,134,121,113,0.410872,-0.742731,6
2639,157646,106,89,69,0.676247,-0.64807,7
2640,412187,191,154,128,0.0595238,0.747354,1
2641,287857,49,33,33,0.663717,-0.637379,7
2642,7432,47,23,13,0.790139,-0.0948167,4
2643,272211,157,130,109,-0.154859,0.232288,0
2644,343957,238,238,238,0.367789,-0.101626,4
2645,334122,246,253,245,0.43721,-0.758533,6
2646,268700,4,151,203,0.722222,0.523809,3
2647,349206,35,36,20,-0.185473,-0.461525,2
2648,112028,148,170,183,0.648471,-0.658149,7
2649,123283,68,68,68,0.56126,-0.757576,5
2650,81256,57,35,37,0.735579,-0.106465,4
2651,77419,206,178,138,0.484127,-0.761905,5
2652,68292,42,71,87,0.793651,-0.15873,4
2653,101084,48,64,64,0.467933,-0.736306,6
2654,12859,37,28,19,0.906026,-0.0579435,3
2655,271835,146,124,103,0.348432,-0.600077,5
2656,322120,156,114,102,-0.101626,0.338753,0
2657,242864,219,209,197,0.867679,-0.211755,4
2658,22842,104,92,142,-0.365079,-0.825397,2
2659,134912,27,16,10,0.126422,0.505689,1
2660,183326,251,247,246,-0.087108,0.701703,1
2661,134460,52,24,13,0.714286,-0.0873016,4
2662,295422,111,104,112,0.325397,-0.420635,7
2663,2938,70,89,103,0.715817,-0.45552,6
2664,275341,57,39,1,0.121155,-0.363464,0
2665,117289,177,145,146,0.150794,0.674603,1
2666,254242,76,87,83,0.142857,-0.412698,6
2667,93738,232,235,226,0.353271,-0.309717,7
2668,209104,35,28,22,0.412698,-0.555556,6
2669,307525,7,7,7,-0.0952381,0.65873,1
2670,280658,138,138,138,0.639259,-0.627775,7
2671,273350,67,47,49,0.380952,-0.761905,5
2672,71331,18,28,19,0.662989,-0.658149,7
2673,312049,35,24,20,-0.268647,-0.726928,2
2674,239274,114,146,161,0.274393,-0.691384,5
2675,405306,36,33,28,0.00793651,0.0238095,0
2676,214076,100,78,55,0.681504,-0.358005,6
2677,372509,247,248,242,0.15528,0.810904,1
2678,312187,55,29,14,0.672667,-0.087108,4
2679,164788,93,76,68,0.120983,0.0677507,0
2680,187759,40,54,55,0.682346,-0.450058,5
2681,154496,117,109,98,0.47619,0.00793651,3
2682,218181,131,122,107,0.658149,-0.672667,7
2683,183966,16,19,24,0.851723,0.36295,3
2684,313124,75,102,69,-0.421407,0.0684787,0
2685,316627,254,250,249,0.309717,-0.769454,5
2686,129272,74,66,63,0.508475,-0.677966,5
2687,44213,31,39,112,-0.119048,-0.952381,2
2688,325144,223,213,212,0.301587,-0.142857,6
2689,171666,0,0,0,0.773485,0.371619,3
2690,195055,124,83,61,0.50813,-0.454897,7
2691,19935,124,95,27,0.65331,-0.648471,7
2692,299065,224,226,223,0.00793651,-0.00793651,0
2693,307437,130,100,64,0.190194,-0.380389,0
2694,229941,104,85,78,-0.202726,-0.646998,2
2695,34452,72,53,47,0.648471,-0.65331,7
2696,20620,61,69,71,0.720899,0.138889,3
2697,247851,164,159,140,0.532975,0.403467,3
2698,351064,218,186,139,0.515873,-0.587302,5
2699,248895,103,108,112,0.788811,0.396825,3
2700,324376,119,98,81,-0.174603,-0.531746,2
2701,380001,145,145,147,-0.23733,-0.643087,2
2702,325374,228,213,208,-0.571429,-0.134921,2
2703,323213,49,97,109,-0.28445,-0.805942,2
2704,23482,237,237,237,0.833333,-0.150794,4
2705,241133,1,1,1,0.495822,-0.475687,7
2706,279682,188,174,197,-0.278149,0.0927162,0
2707,59297,159,156,163,0.503291,-0.788811,5
2708,235372,197,10,53,0.426675,-0.742731,6
2709,274484,144,130,117,0.493612,0.295199,3
2710,356760,52,100,149,0.803329,-0.101626,4
2711,238763,140,140,140,0.753968,0.388889,3
2712,86371,233,222,204,0.147493,0.526759,1
2713,268435,92,106,93,0.87108,-0.396825,6
2714,394320,133,100,49,0.817847,-0.0967867,4
2715,120471,23,24,18,0.418392,-0.629745,5
2716,199841,8,0,2,0.225846,0.888072,1
2717,391587,132,132,134,-0.268647,-0.732195,2
2718,240123,95,26,10,0.658149,0.343593,3
2719,31629,64,46,42,0.215817,-0.368978,0
2720,193407,246,246,246,0.505689,-0.732195,5
2721,288816,101,84,58,-0.397546,-0.872872,2
2722,318092,13,13,3,0.447745,-0.732195,6
2723,289279,28,21,11,-0.214186,-0.587766,2
2724,266572,254,254,254,-0.209205,-0.831839,2
2725,69381,30,32,27,0.795407,-0.147493,4
2726,165536,128,102,77,0.521912,-0.202726,6
2727,118610,63,63,61,0.0344511,0.738784,1
2728,168968,226,205,178,0.174603,-0.468254,6
2729,106454,135,135,135,0.0967867,0.822687,1
2730,191012,247,242,222,-0.135501,0.604917,1
2731,39700,143,147,148,0.740418,-0.0387147,4
2732,123340,171,32,121,0.10352,0.625431,1
2733,50405,30,19,23,-0.0737463,0.85335,1
2734,356985,193,176,130,0.196158,-0.331439,0
2735,146385,93,63,27,-0.0132275,0.0,0
2736,95472,48,53,47,0.166667,0.873016,1
2737,46937,50,42,29,0.827526,0.396825,3
2738,314118,31,29,34,0.479094,0.07259,3
2739,295967,179,187,166,0.666667,-0.396825,5
2740,17221,128,111,91,0.183895,0.909795,1
2741,2936,75,65,64,0.635209,-0.617924,7
2742,210704,177,205,182,-0.0811688,0.703463,1
2743,315113,27,27,25,0.866706,-0.189281,4
2744,200217,50,50,50,0.888889,-0.412698,6
2745,325279,54,40,55,0.0259269,-0.0475326,0
2746,50867,202,210,212,0.88165,-0.124527,4
2747,148169,116,153,37,0.65331,-0.658149,7
2748,167799,5,7,6,0.603865,-0.0862664,4
2749,139788,94,100,114,0.431943,-0.732195,6
2750,39562,8,8,10,0.802568,0.300963,3
2751,105274,52,24,21,-0.0952381,0.888889,1
2752,50528,127,71,48,0.79849,-0.421022,6
2753,235063,32,27,24,0.512969,-0.459737,7
2754,319066,68,68,68,0.880759,-0.07259,4
2755,112934,66,66,66,-0.396825,-0.809524,2
2756,391538,239,239,241,0.873016,-0.111111,4
2757,150727,102,84,80,-0.282136,-0.777594,2
2758,123227,102,39,24,0.783972,-0.0967867,4
2759,391981,47,34,18,-0.120983,-0.522648,2
2760,67183,43,33,24,0.448746,-0.838155,5
2761,23620,254,154,156,-0.0396825,0.0793651,0
2762,259726,231,219,239,0.546845,-0.464576,7
2763,177218,151,149,160,-0.263758,-0.741374,2
2764,118504,9,9,0,0.638792,-0.648471,7
2765,148434,73,75,72,0.30552,-0.368732,0
2766,346082,194,215,198,-0.0388199,0.00862664,0
2767,253770,42,34,21,0.15124,-0.667617,5
2768,385083,37,27,17,-0.1646,-0.803858,2
2769,20957,190,188,193,0.118832,0.818857,1
2770,107886,114,84,86,0.474465,0.1294,3
2771,294140,239,239,239,-0.445219,-0.65331,2
2772,363775,23,22,20,-0.280681,-0.735579,2
2773,182152,6,7,12,0.659782,-0.65261,7
2774,162491,235,239,222,0.00793651,0.0,0
2775,325513,18,18,16,-0.125086,-0.439959,2
2776,319836,88,107,103,0.0896593,0.129508,0
2777,216834,96,60,34,0.719645,-0.409585,6
2778,375695,12,6,10,0.140341,0.919473,1
2779,77895,74,70,41,0.614595,0.237127,7
2780,27023,229,230,234,-0.159698,0.556523,1
2781,163213,247,251,250,0.88165,-0.199243,4
2782,311599,29,38,55,0.462674,-0.792784,5
2783,145810,205,205,193,0.336439,-0.0172533,3
2784,103415,80,74,76,0.633953,-0.600077,7
2785,390876,68,71,76,0.166364,-0.0972258,6
2786,409684,139,109,81,0.792375,0.248813,3
2787,302922,41,49,2,0.621118,-0.0776398,4
2788,213074,85,85,85,0.827526,-0.120983,4
2789,231394,112,83,65,0.471995,-0.613593,5
2790,366831,27,27,25,0.176752,-0.509461,2
2791,408172,245,252,255,0.890437,-0.0919473,4
2792,77743,184,212,226,-0.108959,-0.609362,2
2793,76034,98,53,24,0.388889,-0.198413,6
2794,27970,31,32,26,0.727301,-0.405757,6
2795,327693,18,14,15,-0.269841,-0.269841,2
2796,62446,0,0,0,0.411343,-0.571041,6
2797,146106,205,198,205,0.404762,-0.904762,5
2798,206708,205,202,209,-0.242309,-0.321323,0
2799,71405,0,0,0,-0.304878,0.822687,1
2800,153094,14,14,12,0.107833,0.0,0
2801,412436,191,187,175,0.431943,-0.737463,6
2802,244289,194,140,114,0.793651,0.179055,3
2803,48338,248,250,239,0.115887,0.474083,1
2804,319175,253,253,251,0.542005,0.154859,3
2805,88693,89,40,10,0.0597729,-0.0398486,0
2806,181904,75,84,93,0.159698,0.827526,1
2807,245527,106,208,231,0.868164,0.358702,3
2808,186487,254,254,254,-0.219979,-0.638371,2
2809,367502,184,203,201,0.79199,-0.169356,4
2810,26307,88,64,64,0.0967867,0.459737,1
2811,283241,202,201,199,0.499093,-0.743237,5
2812,30656,60,97,113,0.846782,-0.0996214,4
2813,347940,6,7,2,0.506862,-0.465273,7
2814,27725,30,25,19,0.396825,-0.774293,5
2815,261241,251,252,254,-0.193573,0.425861,1
2816,69498,16,4,4,-0.203775,-0.874088,2
2817,342475,34,15,9,-0.0634921,0.81746,1
2818,241731,225,233,174,0.372629,-0.309717,7
2819,365462,1,0,2,0.769841,0.15873,3
2820,400268,156,139,121,0.722222,-0.68254,5
2821,321608,69,72,65,0.611111,-0.285714,6
